time,flux,flux_error
-0.25,1.0000181615374617,0.0001
-0.2282608695652174,1.0000948191387087,0.0001
-0.20652173913043478,0.9999501956378333,0.0001
-0.18478260869565216,1.0000361326182727,0.0001
-0.16304347826086957,0.9999857544764684,0.0001
-0.14130434782608697,0.9998751333698468,0.0001
-0.11956521739130435,1.000150855476555,0.0001
-0.09782608695652173,1.0000315594904399,0.0001
-0.07608695652173914,0.9998704520421815,0.0001
-0.05434782608695654,0.9993123104618874,0.0001
-0.03260869565217392,0.9993767410578537,0.0001
-0.010869565217391297,0.9992545659599386,0.0001
0.010869565217391297,0.9992902186743693,0.0001
0.03260869565217389,0.9992793697618139,0.0001
0.05434782608695654,0.9994654716742797,0.0001
0.07608695652173914,1.000103551838632,0.0001
0.09782608695652173,0.9999601312704904,0.0001
0.11956521739130432,0.9998449926950411,0.0001
0.14130434782608692,1.000152152503532,0.0001
0.16304347826086957,1.0001786581893402,0.0001
0.18478260869565216,0.9999742084034176,0.0001
0.20652173913043476,0.9999754423186195,0.0001
0.2282608695652174,0.9998745318742798,0.0001
0.25,0.9999641121522721,0.0001
